number_of_site_data
2
15
1
17
1
14
4
2
3
5
1
1
15
7
3
1
1
50
14
1
5
73
51
1
24
27
6
3
2
17
2
1
1
10
1
18
1
1
1
45
1
1
11
51
1
14
1
1
9
1
51
2
1244
47
2
18
9
1
16
1
1
12
9
4
14
3
2
1
3
1
28
6
160
4
11
46
4
14
4
1
2
3
2
1
1
32
10
26
1
12
23
29
6
1
16
8
3
16
8
2
16
1
2
1
16
338
12
2
8
6
10
15
15
2
110
16
5
6
28
15
774
1
1
13
11
1
1
1
8
1
1
28
6
307
86
2
1
3
1
24
2
1
1
233
20
1
2
1
1
1
6
49
2
7
2
1
1
116
17
5
1
80
4
2
17
9
14
2
1
14
1
4
2
1
4
3
1
2
13
11
15
1
5
1
8
1
2
2
11
20
29
12
1
1
3
1
1
4
1
16
1
63
18
4
110
27
4
6
1
1
1
109
14
1
60
16
1
1
7
31
16
5
15
16
17
1
7
16
9
2
1
2
11
1
29
15
10
14
1
14
2
35
1
14
1
26
1
1
15
1
1
6
11
17
1
114
1
1
34
12
1
30
1
119
13
64
1
148
31
8
2
13
4
14
1
3
1
2
6
1
24
3
2
13
10
1
3
1
1
1
56
15
1
5
1
48
2
2
2
2
15
1
10
13
15
3
2
10
28
1
1
2
3
15
41
25
2
2
2
2
1
7
52
1
1
1
48
12
17
6
78
4
1
28
1
8
1
15
1
2
32
1
1
5
4
13
1
1
1
27
1
4
21
14
4
3
3
1
9
1
18
16
2
6
24
10
3
1
5
1
8
14
15
33
1
2
4
8
12
1
9
8
10
24
35
1
2
57
2
12
1
12
16
5
17
3
2
1
2
1
1
15
27
12
15
1
16
1
2
1
14
2
4
1
14
14
33
1
2
2
1
8
14
3
34
2
1
1
2
1
7
2
1
1
11
47
40
1
1
3
3
15
46
2
1
1
57
31
80
32
1
1
27
40
39
7
1
26
1
4
1
9
1
1
2
1
16
1
1
132
1
6
1
8
2
25
14
1
14
6
2
8
1
9
3
59
4
1
6
2
1
61
2737
2
1
1
12
1
7
12
2
9
4
15
6
1
1
21
1
3
14
17
1
1054
2
1020
10
1
1
3
5
28
104
8
3
7
18
1
14
13
1
1
6
2
3
1
3
51
2
2
19
2
1
6
1
1
16
1
2
8
9
29
2
12
25
2
18
1
1
2
16
1
2
17
14
1
1
1
15
263
524
40
1
365
1
47
1
1
193
1
2
1
1
9
4
1
1
18
1
7
2
1
25
1
12
1
1
66
14
4
1
3
5
21
67
1
2
3
1
1
56
1
15
1
2
31
18
15
1
1
2
1
2
2
1
1
1
1
1
6
1
15
3
2632
17
1
9
14
1
99
1
31
2
2
5
5
1
25
7
1
16
5
6
4
2
6
15
4
1
18
17
15
10
3
1
1
10
1
1
11
712
27
5
7
1
18
1
8
2
7
2
1
15
1
2
16
31
5
26
1
1
63
1
38
1
105
111
6
4
2
1
11
1
23
7
14
2
3
1
18
1
13
1
1
26
4
31
1
1
6
1
1
16
1
1
7
1
3
1
1
2
1
2
7
82
3
1
2
42
5
20
1
32
3
4
18
1
1
4
1
17
3
1
38
18
2
24
1
1
10
4
13
11
2
1
32
2
115
1
5
8
1
3
1
3
77
89
2
1
386
5
2
1
4
15
11
2
22
1
17
2
30
16
4
3
438
3
23
18
1
14
1
1
1
1
2
323
84
1
30
2
1
1
4
1
513
4
1
1
2
1
1
1
147
4
2
1
2
2
2
2
19
24
1
3
1
28
16
1
30
1
44
1
12
21
1
1
1
1
1438
18
1
1
48
3
3
258
1
17
1
1
34
7
1
17
1
5
13
24
85
103
78
3
5
1
3
30
1
6
5
2
1
2
2
30
30
3
14
2
24
10
1
15
1
56
8
2
1
39
346
14
1
8
3
10
13
1
11
1
1
1
1
16
4
140
20
12
15
3
80
43
2
2
1
2
9
2
1
15
1
1
2
1
2
176
2
3
2
16
7
1
20
1
22
49
1
15
2
1
1
4
7
1
1
1
7
12
1
1
21
9
6
322
3
17
1
6
1
2
4
1
14
42
13
2
13
1
217
4
1
7
1
15
27
14
16
2
28
12
1
2
27
23
2
3
2
1
16
2
31
1
1
15
1
1
16
4
7
1
94
1
1
1
2
3
5
1
29
1
46
13
1
1
1
2
226
1
16
2
4
3
1
2
2
12
15
1
1
1
1
1
1
10
16
1
1
3
24
3
5
1
13
1
6
1
1
10
5
32
2
2
16
4
681
21
3
6
1
20
6
3
3
1
2
1
14
1
1
4
22
47
54
35
40
3
5
1
14
4
1
15
3
9
120
15
3
27
15
3
2
1
25
1
10
1
2
1
4
1
1
16
1
6
15
15
2
38
27
2
20
2
1
1
41
2
2
1
16
1
16
15
4
1
2
11
1
2
1
17
29
2
15
1
181
1
1
1
1
47
48
29
16
160
1
1
6
1
16
30
1
14
1
1
31
1
22
1
1
1
13
8
1
18
3
9
1
1
89
1
178
1
8
11
4
8
2
6
1
15
1
17
1
21
2
1
1
17
2
3
2
4
33
2
26
1
2
32
1
6
2
20
18
2
2
9
29
22
1
1
2
2
1
32
3
1
1
44
1
2
20
16
1
1
7
11
144
21
12
33
2
84
5
2
15
3
35
4
47
2
2
41
12
2
1
1
9
1
1
1
5
19
2
47
14
6
13
44
1
2
13
3
1
1
15
2
2
3
2
1
34
4
1
1
1
11
2
11
24
1
14
36
15
4
10
7
49
22
2
16
4
1
6
19
1
1
50
1
4
1
6
1
26
4
94
465
57
23
244
1
148
2
13
3
4
2
1
29
272
16
1
1
1
10
115
10
23
1
10
18
2
107
1
26
2
1
1
12
1
2
8
1
396
6
5
13
9
2
8
29
2
11
2
26
6
6
1
4
28
28
4
5
7
2
19
1
21
1
51
19
4
1
2
2
48
1
1
1
66
63
1
1
1
2
33
2
38
3
3
14
20
1
1
1
1
1
48
16
14
10
5
16
32
6
4
2
1
1
1
1
22
9
1
13
17
2
51
31
1
16
1
25
3
15
1
88
16
3
2
12
2
1
13
1
10
79
340
1
603
1
15
3
4
11
47
6
3
1
15
2
6
146
2
3
44
3
8
8
55
2
3
11
2
1
112
9
5
1
1
1
1
3
1
2
625
1
7
27
15
42
1
16
10
4
32
1
3
1
7
6
39
1
1
15
1
14
37
1
1
14
24
13
1
21
2
137
2
8
15
16
1
53
6
12
3
1
11
72
8
4
3
3
17
1
2
1
40
4
7
2
1
1
10
11
4
77
3
4
65
97
16
2
1
2
16
3481
29
15
16
1
1
1
2
1
1
1
15
16
1
1
19
19
3
1
47
3
1
1
4
56
22
1
1
29
1
29
4
3
14
1
2
1
32
4
143
15
1
2
1
8
3
15
1
15
1
27
1
4
1
36
1
11
2
53
1
307
4
2
2
1
16
5
122
1
1
1
12
15
3
3
15
137
2
15
25
273
235
1
9
44
2
2
38
17
9
22
5
28
1
1
5
1
8
4
7
1
5
1
1
720
28
14
2
1
1
1
12
1
1
10
2
2
19
1
1
1
28
50
1
1
20
1
13
13
2
61
6
1
4
14
2
1
10
991
1
34
4
5
1
1
5
1
1
2
2
19
2
101
2
1
1
1
1
2
38
1
16
1
99
3
1
2
8
1
3
4
8
2
2
2
2
5
1
13
259
486
39
8
15
4
14
8
936
2
3
1
1
10
1
21
370
1
1
1
7
1
1
3
15
16
9
5
1
1
1
13
9
1
1
2
17
1
57
8
15
5
5
33
15
2
12
2
1
3
62
1
2
3
1
1
131
1
49
1
2
13
12
1
16
1
1
1
1
2
3
7
16
4
1
3
1
32
2
1
9
55
1
50
1
4
1
1
10
2
12
24
8
1
1
41
2
1
1
3
2
1
11
20
34
14
61
54
1
1
1
1
25
15
17
31
122
198
44
91
216
27
24
1
1
1606
3
23
6
2
6
1
2
1
22
2
1
130
2
1
20
1
1
1
18
1
11
2
21
3
5
1
16
11
116
16
149
3
31
3
26
1
3
12
23
3
36
25
4
8
6
1
48
16
14
1
27
5
6
1
2
14
12
9
15
3
4
47
21
70
15
25
1
2
4
20
1
15
7
4
7
1
1
115
1
2
1
16
18
2
4
14
57
30
2
22
3
2
7
1
1
1
1
10
21
1
365
2
17
3
1
1
54
1
10
3
23
48
9
19
14
2
1
1
16
16
1
1
1
1
14
34
12
20
4
8
1
35
15
126
5
12
6
139
3
78
1
236
16
16
32
1
5
16
1
29
14
41
19
1
12
1
2
1
22
230
299
15
27
2
36
14
2
41
3
1
9
43
3
7
2
3
1
1
1
34
1
16
1
1
3
1
13
1
115
1
1
14
113
27
19
11
1
33
1
1
35
3
1
5
27
2
30
3
5
3
2
12
69
1
1
3
2
23
28
1
10
5
16
21
2
1
1
1
1
9
1
1
2
22
1
39
2
72
10
7
1
1
3
4
1
1
5
1
1
33
3
35
9
22
122
40
1
13
1
81
1
1
20
2
5
14
12
35
2
1
25
1
4
1
32
1
7
2
149
4
8
1
52
2
16
1
1
101
13
3
1
6
19
1
5
1
14
4
7897
1
1
35
2
1
1
1
10
5
14
3
14
1
13
25
1
14
2
4
2
1
1
15
10
6
37
1
2
2
2
65
159
4
1
1
1
1
5
1
1
297
213
1
13
3
12
4
1
1
1
3
1
4
4
9
1
17
4
872
1
2
13
1
24
29
8
2
2
42
16
1
49
2
3
4
1
1
6
11
1
1
1
1
3
1
1
3
15
9
2
6
24
14
17
1
25
1
4
2
1
34
1
1
1
1
4
2
5
55
1
9
6
3
25
1
7
1
5
21
13
2
4
15
1
1
3
13
2
1
38
1
6
1
35
1
6
4
1
16
13
1
1
12
13
11
1
5
4
1
13
1
2
33
27
2
34
2
86
31
1
1
71
26
56
14
2
9
7
28
21
9
11
1
1
6
19
7
34
126
1
1512
7
3
3
1
1
3
3
2
1
15
71
11
1
3
18
1
2
8
25
1
1
7
1287
8
1
3
1
17
33
2
1
1
161
20
2
25
2
18
9
7
26
1
1
16
2
45
9
9
2
1
1
24
1
14
10
4
1
4
1
16
1
51
3
92
11
1
5
2
10
26
62
13
19
1
10
17
1
2
15
49
2
411
11
13
6
2
4
1
6
1
2
1
16
2
1
1
37
1
93
3
1
1
1
65
21
17
16
1
2
2
13
1
1
1
38
3
5
13
1
2
1
1
18
1
1
1
4
1
1
25
1
1
68
1
39
12
1
15
1
2
1
1
12
1
15
6
41
9
1
6
1
12
9
15
11
78
45
2
5
107
18
46
3
4
1
4
14
10
2
2
53
1
14
16
1
1
45
72
1
9
17
16
31
368
1
8
21
1
1
14
2
1
1
2
1
1
12
9
1
1
180
66
14
2
81
1
16
141
2
43
21
6
26
3
14
8
12
14
19
66
3
9
2
6
1
1
1
1
24
20
1
90
1
25
10
1
1
4
2
3
12
31
1
7
1
14
3
41
1
3
1
5
1
3
10
1
4
1
18
1
1
2
11
8
54
16
2
1
3
2
1
78
2
2
2
1023
32
2
12
1
1
6
3
3
25
1
1
4
1
1
243
5
15
2
3
1
1
2
2
4
7
1
85
1
1
1
3
1
13
2
6
1
1
1
1
15
72
1
4
4
14
13
1
1
2
1
2
2
14
16
3
35
5
2
81
2
1
2
5
13
15
1
2
33
534
2
1
24
9
1
8
13
1
1
1
31
9
2
1
1
3
15
1
2
24
1
27
1
11
14
1
2
109
2
15
1
28
1
1
4
2
1
1
9
27
2
9
13
4
2427
1
1
15
1
6
18
2
2
8
2
12
1
1
1
1
1
18
4
2
128
1
14
1
1
17
3
3
1
51
19
1
1
7
21
23
41
36
53
5
1
2
2
409
3
1
6
9226
5
31
1
14
14
2
4
28
32
1
1
1
1
1
18
17
3
2
2
12
1
2
16
13
5
5
32
2
1
17
3
2
5
3
8
15
1
37
1
1
2
