cluster,script_url_etld,fp_script
0615f49b-474e-4685-8f2c-5a1095b505fc,hamariweb.com,true
061d58a4-3dec-49af-880e-b4204ed2c066,box.com,true
0622b036-5ce2-44f5-88f5-2ddc0b43d337,truist.com,true
0634e9ea-9f1e-4d94-a66f-dc65c713ec69,deveducation.com,true
0637e3d5-cdaa-46d7-a557-61c59b764d0d,emarketer.com,true
063afa61-1503-459c-845d-537924eac66b,channelnewsasia.com,true
0640c460-c2c9-4bb7-99b2-306e26c756a1,marcus.co.uk,true
06473451-9a33-4ee0-8b6b-11b0842a126f,mackolik.com,true
0649f85d-b799-4c04-b5a2-a5edabbf3a5f,xero.com,true
064b24af-2824-4710-aa6f-3c8a7df3cacb,gate.io,true
065618c9-474d-45a5-b4f2-dadd9b9da555,pfizer.com,true
0658e683-4200-4971-9867-a232d3030040,free-btc.org,true
065ff957-ea85-4694-9e92-2f9c682ccde7,haraj.com.sa,true
06695a59-0657-4387-9701-a6834e842c35,fontbolt.com,true
0669e3e7-9cfd-4934-9db9-5a0204ae53cd,sdsu.edu,true
066e47c2-3688-4f2a-9691-7c3363dc1fc0,faz.net,true
066e5b6e-1dd4-4e70-9027-b7786377e7f3,jula.pl,true
066e5b6e-1dd4-4e70-9027-b7786377e7f3,jula.no,true
066ff1be-16e2-43a4-9e69-aaccfd623fd0,showroom-live.com,true
0673d926-39d1-46c3-804e-0104d51138ce,viettel.vn,true
068616b6-bd76-4bf4-a327-ced79bd8346b,solaseedair.jp,true
0686e733-f75e-41ab-ba4e-8d99b81286e1,dot-st.com,true
0687c6b9-81b2-47e8-8672-86099d729cae,mvideo.ru,true
068932ea-be0e-4561-8b3c-398cb6ef0eda,virginmedia.com,true
0689a025-ded8-4a8e-8e52-51be427a4a78,beijing.gov.cn,true
06955a9e-6679-4df2-b192-2bc7bb9f97bc,hulu.com,true
069bff98-d305-4071-aa66-ee5a4770a915,belgium.be,true
06a37a60-48eb-4e1e-86a0-032da65ac5cb,deezer.com,true
06a6681d-fd26-4746-ac9e-d958881be362,microsoftcasualgames.com,true
06a684ec-4269-403c-a0f3-7e90c35365c8,wikipedia.org,true
06b50afe-6bcd-425d-a8fc-ccf85b242a17,wowway.com,true
06bc12db-4960-4afe-b8c7-fc257bf8fb99,netlify.com,true
06bfdad4-fdc3-4413-8bbf-815d992253e9,bild.de,true
06bfe6ba-db0c-415e-8afe-d6dde970604a,novelbin.com,true
06c1cde4-b86d-4500-88c8-12f14f8bf62a,victoriassecret.com,true
06c34941-4541-4ff9-b854-10fd601703d4,thriveworks.com,true
06c5a76f-45ad-4b1f-b1db-4625528914ec,thuvienphapluat.vn,true
06c5be38-f99d-498b-b8b4-7f995d38be57,fotor.com,true
06cb1404-c987-4ffd-83e1-25b2f89e2bff,emarketer.com,true
06ceed3c-d03b-4b87-9b0c-9eaf21dcc47c,gradle.org,true
06d2afd9-a771-44df-8943-b50c37b30a9e,wikiversity.org,true
06e000ab-d22b-49db-97fa-8bcb6eeea951,weathernews.jp,true
06ea6e9e-2176-4f3b-a22c-05245fb03d31,roku.com,true
06f3d230-7b9a-4554-a8bf-b7c2aec35308,independent.co.uk,true
06f3d230-7b9a-4554-a8bf-b7c2aec35308,the-independent.com,true
06f73139-8817-47ee-9e3c-c2bbe5616efa,aplaceformom.com,true
06fbd3ba-d429-45bc-9da0-6324f3770d10,gmanetwork.com,true
070ff334-8901-4044-a59b-76e255e07498,wikimedia.org,true
0715eaa5-c170-4529-8bfb-8316f65af48a,aarp.org,true
0716f9f5-c608-4538-a23c-c7357c6cb80d,netlify.com,true
07179870-6dac-4751-9be9-61b057fdde2b,eleco.com.ar,true
07220d5c-a9fa-4c39-bf69-899321d34481,cultogore.com,true
07220d5c-a9fa-4c39-bf69-899321d34481,voz.vn,true
07253b9e-e88d-4685-bce2-12d41d2b33eb,dbs.com,true
0729dae9-2475-4320-9f4a-694b5ed422c4,baidu.com,true
072bd167-675d-4730-8799-961d77ec93aa,vielfliegertreff.de,true
072dc6d2-7271-415a-9a9a-d37532548b2c,invideo.io,true
072dc6d2-7271-415a-9a9a-d37532548b2c,nykaa.com,true
0731b664-1de9-4959-b875-6585e2e87679,autotrader.com,true
073242c1-c770-4c38-a286-b74a819f8fe8,uscourts.gov,true
073acc93-86a5-430f-a6f0-23081506cfdf,trendlyne.com,true
074994e4-2f74-4d0e-ba35-f8c7f535ddfc,nba.com,true
074d01da-d4af-4a6b-83c1-6649460354b0,dell.com,true
074d01da-d4af-4a6b-83c1-6649460354b0,ups.com,true
0750414e-ad62-4bb1-a2e2-821a9d08516b,postman.com,true
07540586-fb79-4ae0-b839-03a47878a1c3,pcid.ca,true
075777e5-965e-462a-83ad-d414d01d4c82,snowflake.com,true
075a6dd8-9db9-40bc-b331-8258d5d925d6,autotrader.co.za,true
07638be3-8885-4fff-ada0-59b625ccea3f,ex.co,true
076a45ff-af40-4234-8677-09954ee51111,vpnjantit.com,true
076b6963-5dcb-4cb8-87e3-0317e5ac7d5d,tennisworlditalia.com,true
076d51aa-79e0-40a6-990f-e78719f99a18,jagranjosh.com,true
076fdf1f-25af-4516-9f1b-b5289ec373cd,www.gov.pl,true
0776a10a-c599-4bc1-970d-68fc663ec74a,ogorod.ru,true
07774786-fc72-4694-81df-c25eac9b2131,philips.com,true
077af08c-696d-472a-bf33-f1a272da103b,betamerica.com,true
077cd2cb-a6e3-429c-8723-b8d9ff85a099,kroger.com,true
