cluster,domain_0,value_0,share_0,domain_1,value_1,share_1,domain_2,value_2,share_2,domain_3,value_3,share_3,domain_4,value_4,share_4,domain_5,value_5,share_5,domain_6,value_6,share_6,domain_7,value_7,share_7,domain_8,value_8,share_8,domain_9,value_9,share_9,domain_10,value_10,share_10,domain_11,value_11,share_11,domain_12,value_12,share_12
69ed013a-5673-4d32-9a6e-2af88050c888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76015789-9125-4165-a57b-2051011b6deb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5fb268e4-1906-4622-91e0-cae944d90b71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af0e4cd3-f2c2-4ea8-9647-08e05e7a5d90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6798edd5-0b07-4c73-9eb4-1474f93b59fc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ab4a0fb4-119f-4fa6-a20f-df621a367dc6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8930b853-31b4-4983-910f-dea64ac7dd28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286ba765-2e1c-4ea0-8c1d-dab5cea62098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27348455-df31-4e25-b4ce-318c61dd93a5,naver,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6f11fcc-5537-4e32-b649-0178eac12eb7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83933276-344b-4ae0-9bec-878e3b7ed87f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9080e10c-43e9-497b-82af-33b87a6246b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3770a12b-9947-47f6-b073-9940b2f43616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80518bae-379a-4cef-a34c-c9d5229ad9f2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4111530d-68ad-4188-bb25-aac1a758c59a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203e55ae-19b4-4c32-a7e7-2653e5392f0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c678e6b-715b-4e50-92f1-0064604969da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4d9b790-b368-436f-9a1e-4e143d20bfd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026be5c2-debc-47e7-9964-fdcd08a5d4e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d86adc37-0799-47d6-87c6-7950a75863b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f0ed2ed-2b22-4422-82e1-71ca559fe98e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6668c38e-95c4-4986-9505-1690668e071a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6a9f7bf4-120c-48bd-ab63-2217b7c8fa2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9fd8c534-6885-40be-af27-08e1aee4c83b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f37c2d6-0278-41ce-b421-b874e9ffc958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8bf5f1b8-7b47-4697-b3a8-8c3a6bba2a57,zalando,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9c9c25e-c1e9-4ff7-8c40-5eb1081a5231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0640c460-c2c9-4bb7-99b2-306e26c756a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
078afb9e-1ce2-46c2-a3df-789a826c3fa7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc728f75-cd97-4805-81d0-186a382f032f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30a9f455-1434-45b7-b8f0-655f81602f61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20d73b47-bb71-4e56-9b85-197d95f2e84d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7f00a1e6-42c6-4a8e-8938-70dac006f860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690e889a-c1bb-4f1a-8caa-fcc87b4ee70d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dbee5e0c-3813-4bd3-9cbf-696225fca793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66643b2f-3bdc-455c-b83f-9490ce65f690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4ace1f5-f43b-4423-a2f2-c86258aa6bd6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0235ef83-5546-4d9d-bfd0-a44749af2359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569c451b-7488-493a-bce0-fd189d4a5552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b405713-4448-4d2b-9aa9-4ced6b94b6f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c3b8d92-805a-498e-a2bb-d6dcd50f1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8513cde4-c915-403a-9b03-cd533f0dc6d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38746fe2-a14d-4f38-b4bf-bcf46ce6c7dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c7ecca8-173d-4445-a5e4-338711407164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb606a09-c242-4b80-bbc4-7515ab4b94ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a2525d3-b023-4269-abe1-b9e729582472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ead36a05-8fbe-47b6-8276-758fef41632d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd965d1a-e6c2-4837-9a36-9ef8de77116e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20592488-1027-49d5-9771-aaba2bf12da4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1e00700a-9fb2-4e42-a3b8-b4fe668a4ce1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81af183f-148d-4b46-8499-9289a62f9b5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fb7e64d4-df2f-4a0f-809e-a9283d59f9b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd27f3c7-24c1-459b-aae4-911b0c1af42d,salesforce,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9bf8a0a0-af43-4423-9dc5-d74fb089b1d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de21b287-da0e-4f0a-9af7-2c99cf0cb71c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102811a3-f724-408d-b681-77975b9d44d7,wp_engine,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9222da90-7bb2-4294-a087-855074010c61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936df36c-3e13-4d37-9079-0d9d97201bd8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bf89cea-3386-4afd-adbb-452f8476d8a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53ada2a7-4e56-4ce9-8fcd-1d6f8a301e5c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9b9d04d-b43b-4f8e-9407-58db8f1edc11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0fda4c12-e579-4aae-a3c0-1d7ce31f19e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f25d7d82-695e-4838-8303-709d6893b17f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53515e9d-2cf0-4a7f-a5b7-486785ec7e01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62d2e317-56d8-4ecc-80ae-2ec19fd9dac1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683671e7-b84a-4022-83c0-be3eb1111a74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106cc429-bcb5-4ec7-8d8e-e4de9f439467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6aa0d81c-4ec2-471b-ba18-452d1cb3e41e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4713e25f-e9ac-476d-913a-889969ce8f80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86be4508-a341-454c-9d72-e5c7b6c814d5,taboola,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a1d45dc-5b60-4a52-acbb-12c6296fcfdc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e819dd9-00b0-4296-8cbe-530406a0006c,adobe,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b9e1a36-df9e-4624-baed-359854e4a984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae206e7c-c0a4-463a-ac1c-23c83e9c7d91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f49be47-05d4-4b34-8859-fc705bb5dbbd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e412d710-1804-4f67-ac75-812cb54bd9ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54feca9b-8bde-48c9-ad38-2caecf7eb3af,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31696198-581d-46e2-b9de-715c05700e99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619c8bee-6748-447d-8c5d-7c293c01236a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10784485-3e11-48c6-99de-ea2483027cd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d3b7c18-865d-4602-8ace-c87e2b5d7b19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c86092d-414f-4f4b-bd7e-a00d5a229a01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1daf116-059b-40cf-a048-9580f289fec1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dde9132d-e10b-4f4f-bf78-9d429c3945ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ebd766b-e2da-4de3-a460-e4fd0c8d8b11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2bed636-a941-4240-9833-52c271150a98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51dd19cb-5463-45dc-bf0e-114362d3b9b0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a42f6a0b-7240-4b95-8e05-6c109d20831f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94b79a64-fcf4-4196-8fa3-df694c5a3ff0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae0faf82-9a0b-4621-b927-909d9a36ffd6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c46e355f-9e99-462c-8c6c-ee690eb5d3ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae80ee4f-b62b-4012-b889-4176b7b50c61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b70be0b-771c-45d6-bf4b-62489d298873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43c13c36-8595-4fbc-8dd0-e146ff5310d2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fdd19081-5c83-4940-94db-a7acc21a9237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21b2419b-4b69-4984-8e02-708c5ced1c64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64772eac-9655-4afd-8577-faa5aecfa815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f66cba87-b492-4d71-b22a-dcdf935a3029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737e50ed-3a2a-4dbc-9115-a6fb59b3a05e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18e11731-5b78-4d96-949c-0f4551aa0b05,dtscout,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e13c475c-d70b-4b2c-b628-a90c02a26ffb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466abf4-3adb-427c-b4f2-8290d77eaa92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a75837b-7b29-4584-bf31-6f6c02154b85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b1339e6-f0a4-40c5-8847-22968730481e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184311fe-7f98-476c-b8ca-877cb694372e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e39e42b-2414-4701-a103-23cf9ac1096f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf21e13b-4a89-4a76-8a1b-742f71e85c86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a40719e7-fdf6-4124-b957-44ee380f4f9c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bed00a2b-a859-4279-8ae5-0a1c9edac3fc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a65ccd29-cc3c-4239-baef-8991a6cd77ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d7d9e17f-72c9-4542-9152-777e6a59445b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4a6768f1-9032-4f34-baf1-1c9be1b7f653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8a452939-08a0-464a-81a9-c155f5467bc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f623618b-19b8-4395-a8f2-497a9eeade75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27cc8065-84b5-4d0f-aa90-ab310be42905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6527d950-1940-483d-82e7-71d4652a70df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
010e5811-4beb-4ef1-9579-7ef8d958837a,baidu,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deeceabd-adf1-4038-b3ec-08f489eb044a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ec16c83b-3205-4423-ada6-f847403e0556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9d63f282-8f58-4db9-97eb-b4004bfb3d8e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a49612d1-7c87-40ca-9195-63108655de88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a53a05c7-4406-4653-9b2e-4c52de31e005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01d30ff4-5e25-4dce-9b33-cb0567c12318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e061c747-7404-4c3f-8d5a-93f84edb6cf0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db154f0b-64cf-419a-92c8-5cde701350e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
092137e4-8203-4d17-912e-a74003735f27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0f58645-e97e-4e7d-a032-42c65b0272ce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4e859c6-7bad-41bb-9adc-f87d180226f1,optimizely,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf28f3f3-f7cc-4930-8281-d3b9f3307ec5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416dd319-725a-4622-b6b7-be8bc7bf095f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce58efb3-8511-42c5-a5c4-2f876f4c3bf9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ee19c15-937c-4318-bcc3-12ac20e38bd4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b3962d9-f74c-4c1a-ab18-eda5df461c7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480f4fed-c7dd-4f29-9567-41842a3235d9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafb0bd8-e2d3-4614-af27-f84ba74e78f3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc7be6ea-01d6-4baf-b043-d8e165f54b4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6469fd70-8d53-4dad-a517-7f6d26d59c92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e52b0056-cd23-42a9-9b1b-3d4779aca68c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8751eca5-c26e-4273-9905-3e3eb4d5ebef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa3112d8-3fa7-46ff-93e5-2e9be43865b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecffd960-5589-4954-ab54-f4ede3a6d2d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f278b830-ec4f-4168-a804-608a27d61f85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86a0277c-f05e-453a-97b9-5bf001644291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a15621c-50cf-4bfe-a85b-b9f5d5482c16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59756af3-2158-46e0-aa66-1a4625ac7c7e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adb26894-147f-4597-a66a-87dfe943be2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6a24269-3042-4a0a-81d4-a05ee479dcf2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b600ea62-f304-4ab6-b905-31d93a38485d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ed2c8848-4eb7-414f-8c83-f74f6e8c6e15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3af18752-a060-4342-b7d8-b3b57e61b825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b8f620ca-945d-4e20-b830-f2ec05b5e137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1a5d2f3-3be7-4857-96b9-0f2cf3bccad6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76032c8b-6765-46f2-8f4a-75e87b684679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5b8a4e5-daeb-4f49-9c6d-2e1024ec7ea1,shopify,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f86a9e71-ef12-4497-8b8d-874e86e6f966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61a8913e-8136-4867-a99a-78c510ad60b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0aaa39dd-2542-4bbb-8d67-338857eac3d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5d19179-c2ff-4308-bc7b-2ed314e19c2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295f4ff0-5b22-45d5-a361-e050febd2c30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b114e585-93a2-4c74-a039-eaee553b5d0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5123002-6659-4d1b-b3d6-987cbd4992a8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b82c5372-31d1-4af4-b96d-d53e32c4ac53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f15d647d-ea3e-4685-8208-77e91c6c7f7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c0b397c9-9879-4b51-a275-c1a3501c0a1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d6fa36d-7f6d-4574-a2b6-b8833cdb64f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a6b4b36-8077-4a38-b7d2-fc088433fa0b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc68620c-eb8e-4910-b4eb-df34bcea91d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86518306-459c-4ad9-9036-f0388167da5f,mparticle,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e97937a-8bb3-46d7-8a0c-fb4487af17c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880d6fb4-94f3-41b0-8c0c-4e983b5b3319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af9991e9-14b8-4c7b-8799-f6dd295e5fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ddf43acc-2717-4e77-a4c8-d972c02844c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04454c32-8ece-4ead-8a02-79b8ae9904fc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75bf0c4e-dadf-4054-8544-65841bfc6156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a39df3db-92f3-4986-803c-c139fc00718b,salesloft,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa1581ef-9aa5-4335-972e-434b2565afc4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e01c366-32d4-4b5f-86a9-c623ead4b293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc25211d-2036-44c6-aae5-af8ebb25ebfa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52e613bd-a43e-46a1-bde6-9503e430b1eb,microsoft,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1acd6637-12cb-47dd-b9b4-364fda12b991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234bcc18-4ee8-45ba-83db-0be9ab85eeac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d7a17aa-4664-4478-b06f-681652093227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77499052-c1c9-4d61-8e6b-2a44bbc53b76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8a79581a-6d9c-4636-bd64-8e934c9c010e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97c42ab2-7227-4ba2-8d2e-9439f4b7d143,hotjar,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac2ce262-9562-46e4-85f9-d5da46987a0e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b53c1890-e834-48b4-bf15-4291e98d5436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f8e432c-de2b-4e59-ba93-d2e33de10472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc20d8d4-a314-4b69-b5e5-9ffcfea04882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd96ee96-e40c-47af-94f0-1c6d9fca36c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46f76954-db62-4e5f-80f6-bf2c05505b97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c328b6e3-45cf-440a-8a46-e364492aad96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1d9d486-f2a8-4270-b405-f82f5f40ad56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c57bc99e-0ed5-42c3-bacb-db82a6f7fe43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6af60fca-81d2-40b4-b49a-0df711c3bb63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17dd6173-5646-492c-b3c9-537ac0fcee28,microsoft,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275da795-2581-4a92-b1e4-59c2875e8fb8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370cf565-d06f-4d8f-99fb-a13f7f095bd4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad7c64d5-2359-4566-9241-51bb8d234842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d8cbb15-859c-467f-a935-294c017e0638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad0b0d2a-0f87-4675-b982-6c2901523d35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80a18a4e-71e1-42b3-85cb-b7b1e45bea2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8e8f599-6561-4bbd-b408-3cad47103f63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20a07c2e-7057-4907-9e9e-fd2dd0ae33ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86959c6f-09f4-48c5-a664-91d95d888a9d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7f053993-34f1-463d-bf3d-ffd7d89d9cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256db7da-1e38-45ee-8374-a37f552abe6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
