sqlite_browser_id,sqlite_visit_id,extension_session_uuid,event_ordinal,record_type,change_cause,expiry,is_http_only,is_host_only,is_session,host,is_secure,name,path,value,same_site,first_party_domain,store_id,time_stamp,site_id,in_cookiejar,site_rank,hold_id,visit_id,browser_id,category
3396399569,292055972368159,d8b11166-0cf1-4096-9f75-811003bb445c,1712,deleted,overwrite,2025-11-12 13:55:34,1,0,0,.google.com,1,NID,/,524=Jbdf2XRW0TYve0VqesfEC7lhp0V9Osmd0Gy47DouUt-34UuhumImxtkrAmbM8E9WXCCDe3PihptllT9Pem6QNPJMzsNRSasnNatjuwU4vLZgHEcnQfQH0IXFQ4ttUlL-fpYUidAvHL9XBED4gwVwDnneuz5vEFfLTsH39l-2Pz5VBCfgKP3Jtjy1ycOUIMMlAwdkYqxYMPmQGiP_UOJEEQCTHjPYkOhsLObxqUgsgH4CZxMmPrazZb_7hdNPv9xYRR5yihcLMcK6vwyf,no_restriction,,firefox-default,2025-05-13 13:56:47.244000,1,,4,,1_NID,windows,
3396399569,292055972368159,d8b11166-0cf1-4096-9f75-811003bb445c,1713,added-or-changed,explicit,2025-11-12 13:55:34,1,0,0,.google.com,1,NID,/,524=Jbdf2XRW0TYve0VqesfEC7lhp0V9Osmd0Gy47DouUt-34UuhumImxtkrAmbM8E9WXCCDe3PihptllT9Pem6QNPJMzsNRSasnNatjuwU4vLZgHEcnQfQH0IXFQ4ttUlL-fpYUidAvHL9XBED4gwVwDnneuz5vEFfLTsH39l-2Pz5VBCfgKP3Jtjy1ycOUIMMlAwdkYqxYMPmQGiP_UOJEEQCTHjPYkOhsLObxqUgsgH4CZxMmPrazZb_7hdNPv9xYRR5yihcLMcK6vwyf,no_restriction,,firefox-default,2025-05-13 13:56:47.245000,1,,4,,1_NID,windows,
3396399569,292055972368159,d8b11166-0cf1-4096-9f75-811003bb445c,1749,added-or-changed,explicit,2025-05-13 14:26:47,0,0,0,.support.google.com,1,SUPPORT_CONTENT,/,638827342070124222-708932334,no_restriction,,firefox-default,2025-05-13 13:56:47.902000,1,,4,,1_SUPPORT_CONTENT,windows,
3396399569,292055972368159,d8b11166-0cf1-4096-9f75-811003bb445c,1754,added-or-changed,explicit,2026-06-17 13:56:48,0,0,0,.support.google.com,0,_ga_H30R9PNQFN,/,deleted,no_restriction,,firefox-default,2025-05-13 13:56:48.128000,1,,4,,1__ga_H30R9PNQFN,windows,
3396399569,292055972368159,d8b11166-0cf1-4096-9f75-811003bb445c,1755,deleted,overwrite,2026-06-17 13:56:48,0,0,0,.support.google.com,0,_ga_H30R9PNQFN,/,GS2.1.s1747137408$o1$g0$t1747137408$j0$l0$h0,no_restriction,,firefox-default,2025-05-13 13:56:48.128000,1,,4,,1__ga_H30R9PNQFN,windows,
3396399569,292055972368159,d8b11166-0cf1-4096-9f75-811003bb445c,1756,added-or-changed,explicit,2026-06-17 13:56:48,0,0,0,.support.google.com,0,_ga_H30R9PNQFN,/,GS2.1.s1747137408$o1$g0$t1747137408$j0$l0$h0,no_restriction,,firefox-default,2025-05-13 13:56:48.128000,1,,4,,1__ga_H30R9PNQFN,windows,
3396399569,292055972368159,d8b11166-0cf1-4096-9f75-811003bb445c,1757,added-or-changed,explicit,2026-06-17 13:56:48,0,0,0,.support.google.com,0,_ga,/,GA1.1.2096178157.1747137408,no_restriction,,firefox-default,2025-05-13 13:56:48.128000,1,,4,,1__ga,windows,
3396399569,292055972368159,d8b11166-0cf1-4096-9f75-811003bb445c,1996,deleted,overwrite,2026-06-17 13:56:48,0,0,0,.support.google.com,0,_ga,/,GA1.3.2096178157.1747137408,no_restriction,,firefox-default,2025-05-13 13:56:48.461000,1,,4,,1__ga,windows,
3396399569,292055972368159,d8b11166-0cf1-4096-9f75-811003bb445c,1997,added-or-changed,explicit,2026-06-17 13:56:48,0,0,0,.support.google.com,0,_ga,/,GA1.3.2096178157.1747137408,no_restriction,,firefox-default,2025-05-13 13:56:48.461000,1,,4,,1__ga,windows,
3396399569,292055972368159,d8b11166-0cf1-4096-9f75-811003bb445c,1998,added-or-changed,explicit,2025-05-14 13:56:48,0,0,0,.support.google.com,0,_gid,/,GA1.3.122719863.1747137408,no_restriction,,firefox-default,2025-05-13 13:56:48.461000,1,,4,,1__gid,windows,
